Key,Count,quarter
Caserne 73 Grid2_1,14,2015 Q4
Caserne 73 Grid2_1,18,2016 Q1
Caserne 73 Grid2_1,15,2016 Q2
Caserne 73 Grid2_1,24,2016 Q3
Caserne 73 Grid2_1,15,2016 Q4
Caserne 73 Grid2_1,15,2017 Q1
Caserne 73 Grid2_1,17,2017 Q2
Caserne 73 Grid2_1,19,2017 Q3
Caserne 73 Grid2_1,16,2017 Q4
Caserne 73 Grid2_1,8,2018 Q1
Caserne 73 Grid2_1,13,2018 Q2
Caserne 73 Grid2_1,8,2018 Q3
Caserne 73 Grid2_1,9,2018 Q4
Caserne 73 Grid2_1,14,2019 Q1
Caserne 73 Grid2_1,12,2019 Q2
Caserne 73 Grid2_1,17,2019 Q3
Caserne 73 Grid2_1,14,2019 Q4
Caserne 73 Grid2_1,10,2020 Q1
Caserne 73 Grid2_1,14,2020 Q2
Caserne 73 Grid2_1,17,2020 Q3
Caserne 73 Grid2_1,17,2020 Q4
Caserne 73 Grid2_1,7,2021 Q1
Caserne 73 Grid2_1,17,2021 Q2
Caserne 73 Grid2_1,13,2021 Q3
Caserne 73 Grid2_1,21,2021 Q4
Caserne 73 Grid2_1,13,2022 Q1
Caserne 73 Grid2_1,11,2022 Q2
Caserne 73 Grid2_2,24,2015 Q1
Caserne 73 Grid2_2,15,2015 Q2
Caserne 73 Grid2_2,18,2015 Q3
Caserne 73 Grid2_2,20,2015 Q4
Caserne 73 Grid2_2,17,2016 Q1
Caserne 73 Grid2_2,19,2016 Q2
Caserne 73 Grid2_2,21,2016 Q3
Caserne 73 Grid2_2,17,2016 Q4
Caserne 73 Grid2_2,12,2017 Q1
Caserne 73 Grid2_2,16,2017 Q2
Caserne 73 Grid2_2,25,2017 Q3
Caserne 73 Grid2_2,13,2017 Q4
Caserne 73 Grid2_2,17,2018 Q1
Caserne 73 Grid2_2,19,2018 Q2
Caserne 73 Grid2_2,11,2018 Q3
Caserne 73 Grid2_2,23,2018 Q4
Caserne 73 Grid2_2,11,2019 Q1
Caserne 73 Grid2_2,14,2019 Q2
Caserne 73 Grid2_2,22,2019 Q3
Caserne 73 Grid2_2,13,2019 Q4
Caserne 73 Grid2_2,16,2020 Q1
Caserne 73 Grid2_2,13,2020 Q2
Caserne 73 Grid2_2,19,2020 Q3
Caserne 73 Grid2_2,14,2020 Q4
Caserne 73 Grid2_2,15,2021 Q1
Caserne 73 Grid2_2,12,2021 Q2
Caserne 73 Grid2_2,23,2021 Q3
Caserne 73 Grid2_2,16,2021 Q4
Caserne 73 Grid2_2,17,2022 Q1
Caserne 73 Grid2_2,16,2022 Q2
Caserne 73 Grid2_3,1,2015 Q1
Caserne 73 Grid2_3,3,2015 Q2
Caserne 73 Grid2_3,7,2015 Q4
Caserne 73 Grid2_3,3,2016 Q1
Caserne 73 Grid2_3,1,2016 Q2
Caserne 73 Grid2_3,1,2016 Q3
Caserne 73 Grid2_3,1,2017 Q1
Caserne 73 Grid2_3,1,2017 Q2
Caserne 73 Grid2_3,2,2017 Q4
Caserne 73 Grid2_3,1,2018 Q1
Caserne 73 Grid2_3,1,2018 Q2
Caserne 73 Grid2_3,1,2018 Q4
Caserne 73 Grid2_3,1,2019 Q1
Caserne 73 Grid2_3,1,2019 Q2
Caserne 73 Grid2_3,1,2019 Q3
Caserne 73 Grid2_3,1,2019 Q4
Caserne 73 Grid2_3,1,2020 Q1
Caserne 73 Grid2_3,1,2020 Q2
Caserne 73 Grid2_3,2,2021 Q3
Caserne 73 Grid2_3,3,2021 Q4
Caserne 73 Grid2_3,2,2022 Q1
Caserne 73 Grid2_3,2,2022 Q2
Caserne 73 Grid3_0,19,2015 Q1
Caserne 73 Grid3_0,9,2015 Q2
Caserne 73 Grid3_0,13,2015 Q3
Caserne 73 Grid3_0,21,2015 Q4
Caserne 73 Grid3_0,26,2016 Q1
Caserne 73 Grid3_0,18,2016 Q2
Caserne 73 Grid3_0,11,2016 Q3
Caserne 73 Grid3_0,6,2016 Q4
Caserne 73 Grid3_0,13,2017 Q1
Caserne 73 Grid3_0,7,2017 Q2
Caserne 73 Grid3_0,11,2017 Q3
Caserne 73 Grid3_0,15,2017 Q4
Caserne 73 Grid3_0,12,2018 Q1
Caserne 73 Grid3_0,6,2018 Q2
Caserne 73 Grid3_0,5,2018 Q3
Caserne 73 Grid3_0,7,2018 Q4
Caserne 73 Grid3_0,8,2019 Q1
Caserne 73 Grid3_0,10,2019 Q2
Caserne 73 Grid3_0,9,2019 Q3
Caserne 73 Grid3_0,6,2019 Q4
Caserne 73 Grid3_0,14,2020 Q1
Caserne 73 Grid3_0,8,2020 Q2
Caserne 73 Grid3_0,3,2020 Q3
Caserne 73 Grid3_0,7,2020 Q4
Caserne 73 Grid3_0,7,2021 Q1
Caserne 73 Grid3_0,9,2021 Q2
Caserne 73 Grid3_0,12,2021 Q3
Caserne 73 Grid3_0,12,2021 Q4
Caserne 73 Grid3_0,11,2022 Q1
Caserne 73 Grid3_0,17,2022 Q2
Caserne 73 Grid3_1,6,2015 Q1
Caserne 73 Grid3_1,6,2015 Q2
Caserne 73 Grid3_1,7,2015 Q3
Caserne 73 Grid3_1,19,2015 Q4
Caserne 73 Grid3_1,9,2016 Q1
Caserne 73 Grid3_1,9,2016 Q2
Caserne 73 Grid3_1,11,2016 Q3
Caserne 73 Grid3_1,11,2016 Q4
Caserne 73 Grid3_1,6,2017 Q1
Caserne 73 Grid3_1,4,2017 Q2
Caserne 73 Grid3_1,5,2017 Q3
Caserne 73 Grid3_1,8,2017 Q4
Caserne 73 Grid3_1,6,2018 Q1
Caserne 73 Grid3_1,3,2018 Q2
Caserne 73 Grid3_1,6,2018 Q3
Caserne 73 Grid3_1,11,2018 Q4
Caserne 73 Grid3_1,6,2019 Q1
Caserne 73 Grid3_1,8,2019 Q2
Caserne 73 Grid3_1,5,2019 Q3
Caserne 73 Grid3_1,1,2019 Q4
Caserne 73 Grid3_1,16,2020 Q1
Caserne 73 Grid3_1,3,2020 Q2
Caserne 73 Grid3_1,4,2020 Q3
Caserne 73 Grid3_1,4,2020 Q4
Caserne 73 Grid3_1,6,2021 Q1
Caserne 73 Grid3_1,8,2021 Q2
Caserne 73 Grid3_1,6,2021 Q3
Caserne 73 Grid3_1,4,2021 Q4
Caserne 73 Grid3_1,6,2022 Q1
Caserne 73 Grid3_1,4,2022 Q2
Caserne 73 Grid3_2,3,2015 Q1
Caserne 73 Grid3_2,6,2015 Q2
Caserne 73 Grid3_2,6,2015 Q3
Caserne 73 Grid3_2,19,2015 Q4
Caserne 73 Grid3_2,2,2016 Q1
Caserne 73 Grid3_2,3,2016 Q2
Caserne 73 Grid3_2,7,2016 Q3
Caserne 73 Grid3_2,2,2016 Q4
Caserne 73 Grid3_2,5,2017 Q1
Caserne 73 Grid3_2,2,2017 Q2
Caserne 73 Grid3_2,4,2017 Q3
Caserne 73 Grid3_2,1,2017 Q4
Caserne 73 Grid3_2,4,2018 Q1
Caserne 73 Grid3_2,6,2018 Q2
Caserne 73 Grid3_2,7,2018 Q3
Caserne 73 Grid3_2,8,2018 Q4
Caserne 73 Grid3_2,4,2019 Q1
Caserne 73 Grid3_2,2,2019 Q2
Caserne 73 Grid3_2,4,2019 Q3
Caserne 73 Grid3_2,1,2019 Q4
Caserne 73 Grid3_2,4,2020 Q1
Caserne 73 Grid3_2,6,2020 Q2
Caserne 73 Grid3_2,7,2020 Q3
Caserne 73 Grid3_2,4,2020 Q4
Caserne 73 Grid3_2,3,2021 Q2
Caserne 73 Grid3_2,6,2021 Q3
Caserne 73 Grid3_2,6,2021 Q4
Caserne 73 Grid3_2,5,2022 Q1
Caserne 73 Grid3_2,3,2022 Q2
Caserne 73 Grid3_3,3,2018 Q4
Caserne 73 Grid4_0,1,2015 Q1
Caserne 73 Grid4_0,3,2015 Q2
Caserne 73 Grid4_0,1,2015 Q3
Caserne 73 Grid4_0,3,2016 Q1
Caserne 73 Grid4_0,2,2016 Q3
Caserne 73 Grid4_0,2,2016 Q4
Caserne 73 Grid4_0,2,2017 Q3
Caserne 73 Grid4_0,1,2017 Q4
Caserne 73 Grid4_0,4,2018 Q2
Caserne 73 Grid4_0,3,2018 Q3
Caserne 73 Grid4_0,4,2018 Q4
Caserne 73 Grid4_0,1,2019 Q1
Caserne 73 Grid4_0,2,2019 Q2
Caserne 73 Grid4_0,2,2019 Q3
Caserne 73 Grid4_0,2,2019 Q4
Caserne 73 Grid4_0,4,2020 Q1
Caserne 73 Grid4_0,1,2020 Q2
Caserne 73 Grid4_0,1,2020 Q3
Caserne 73 Grid4_0,5,2020 Q4
Caserne 73 Grid4_0,3,2021 Q1
Caserne 73 Grid4_0,3,2021 Q2
Caserne 73 Grid4_0,3,2021 Q3
Caserne 73 Grid4_0,3,2021 Q4
Caserne 73 Grid4_0,3,2022 Q1
Caserne 73 Grid4_0,1,2022 Q2
Caserne 73 Grid4_1,2,2015 Q1
Caserne 73 Grid4_1,4,2015 Q2
Caserne 73 Grid4_1,1,2015 Q3
Caserne 73 Grid4_1,4,2015 Q4
Caserne 73 Grid4_1,1,2016 Q3
Caserne 73 Grid4_1,2,2016 Q4
Caserne 73 Grid4_1,2,2017 Q1
Caserne 73 Grid4_1,2,2017 Q2
Caserne 73 Grid4_1,2,2017 Q3
Caserne 73 Grid4_1,2,2017 Q4
Caserne 73 Grid4_1,1,2018 Q2
Caserne 73 Grid4_1,4,2018 Q3
Caserne 73 Grid4_1,2,2019 Q1
Caserne 73 Grid4_1,1,2019 Q3
Caserne 73 Grid4_1,1,2019 Q4
Caserne 73 Grid4_1,5,2020 Q1
Caserne 73 Grid4_1,1,2020 Q2
Caserne 73 Grid4_1,2,2020 Q4
Caserne 73 Grid4_1,2,2021 Q1
Caserne 73 Grid4_1,1,2021 Q2
Caserne 73 Grid4_1,2,2021 Q3
Caserne 73 Grid4_1,2,2021 Q4
Caserne 73 Grid4_1,1,2022 Q1
Caserne 74 Grid0_3,1,2018 Q2
Caserne 74 Grid0_3,1,2019 Q2
Caserne 74 Grid0_3,1,2021 Q2
Caserne 74 Grid0_3,1,2021 Q4
Caserne 74 Grid0_3,1,2022 Q1
Caserne 74 Grid0_4,1,2015 Q2
Caserne 74 Grid0_4,1,2015 Q3
Caserne 74 Grid0_4,2,2018 Q4
Caserne 74 Grid0_4,1,2019 Q4
Caserne 74 Grid0_4,2,2020 Q1
Caserne 74 Grid0_4,1,2020 Q3
Caserne 74 Grid0_4,1,2020 Q4
Caserne 74 Grid0_4,1,2021 Q2
Caserne 74 Grid0_4,1,2021 Q3
Caserne 74 Grid0_4,1,2022 Q2
Caserne 74 Grid0_5,1,2019 Q2
Caserne 74 Grid1_2,1,2015 Q1
Caserne 74 Grid1_2,1,2015 Q2
Caserne 74 Grid1_2,1,2015 Q3
Caserne 74 Grid1_2,3,2015 Q4
Caserne 74 Grid1_2,2,2017 Q2
Caserne 74 Grid1_2,1,2018 Q1
Caserne 74 Grid1_2,3,2018 Q2
Caserne 74 Grid1_2,7,2019 Q1
Caserne 74 Grid1_2,1,2019 Q3
Caserne 74 Grid1_2,1,2019 Q4
Caserne 74 Grid1_2,3,2020 Q1
Caserne 74 Grid1_2,1,2020 Q3
Caserne 74 Grid1_2,2,2020 Q4
Caserne 74 Grid1_2,1,2021 Q1
Caserne 74 Grid1_2,2,2021 Q2
Caserne 74 Grid1_2,2,2021 Q3
Caserne 74 Grid1_2,1,2021 Q4
Caserne 74 Grid1_2,1,2022 Q1
Caserne 74 Grid1_2,1,2022 Q2
Caserne 74 Grid1_3,1,2018 Q3
Caserne 74 Grid1_3,1,2018 Q4
Caserne 74 Grid1_3,1,2019 Q3
Caserne 74 Grid1_3,3,2019 Q4
Caserne 74 Grid1_3,1,2020 Q1
Caserne 74 Grid1_3,2,2020 Q2
Caserne 74 Grid1_3,1,2020 Q4
Caserne 74 Grid1_3,1,2021 Q2
Caserne 74 Grid1_3,1,2021 Q3
Caserne 74 Grid1_3,1,2021 Q4
Caserne 74 Grid1_3,2,2022 Q1
Caserne 74 Grid1_4,2,2018 Q3
Caserne 74 Grid1_4,1,2019 Q2
Caserne 74 Grid1_4,1,2019 Q3
Caserne 74 Grid1_4,1,2019 Q4
Caserne 74 Grid1_4,1,2020 Q1
Caserne 74 Grid1_4,2,2020 Q2
Caserne 74 Grid1_4,4,2020 Q3
Caserne 74 Grid1_4,1,2020 Q4
Caserne 74 Grid1_4,2,2022 Q1
Caserne 74 Grid1_4,1,2022 Q2
Caserne 74 Grid2_0,1,2018 Q2
Caserne 74 Grid2_0,3,2018 Q3
Caserne 74 Grid2_0,1,2019 Q1
Caserne 74 Grid2_0,2,2019 Q3
Caserne 74 Grid2_0,3,2020 Q1
Caserne 74 Grid2_0,1,2020 Q2
Caserne 74 Grid2_0,1,2020 Q3
Caserne 74 Grid2_0,2,2020 Q4
Caserne 74 Grid2_0,2,2021 Q2
Caserne 74 Grid2_0,3,2021 Q3
Caserne 74 Grid2_0,3,2021 Q4
Caserne 74 Grid2_0,1,2022 Q1
Caserne 74 Grid2_1,1,2015 Q4
Caserne 74 Grid2_1,4,2016 Q3
Caserne 74 Grid2_1,1,2017 Q4
Caserne 74 Grid2_1,1,2018 Q1
Caserne 74 Grid2_1,4,2018 Q2
Caserne 74 Grid2_1,3,2018 Q3
Caserne 74 Grid2_1,3,2018 Q4
Caserne 74 Grid2_1,1,2019 Q1
Caserne 74 Grid2_1,4,2019 Q2
Caserne 74 Grid2_1,3,2019 Q3
Caserne 74 Grid2_1,4,2020 Q1
Caserne 74 Grid2_1,2,2020 Q2
Caserne 74 Grid2_1,3,2020 Q3
Caserne 74 Grid2_1,6,2020 Q4
Caserne 74 Grid2_1,7,2021 Q2
Caserne 74 Grid2_1,6,2021 Q4
Caserne 74 Grid2_1,2,2022 Q1
Caserne 74 Grid2_1,5,2022 Q2
Caserne 74 Grid2_2,1,2015 Q3
Caserne 74 Grid2_2,1,2017 Q4
Caserne 74 Grid2_2,1,2018 Q1
Caserne 74 Grid2_2,4,2018 Q2
Caserne 74 Grid2_2,6,2018 Q3
Caserne 74 Grid2_2,2,2018 Q4
Caserne 74 Grid2_2,2,2019 Q1
Caserne 74 Grid2_2,2,2019 Q2
Caserne 74 Grid2_2,2,2019 Q4
Caserne 74 Grid2_2,1,2020 Q1
Caserne 74 Grid2_2,2,2020 Q2
Caserne 74 Grid2_2,1,2020 Q3
Caserne 74 Grid2_2,4,2020 Q4
Caserne 74 Grid2_2,2,2021 Q2
Caserne 74 Grid2_2,4,2021 Q3
Caserne 74 Grid2_2,5,2021 Q4
Caserne 74 Grid2_2,2,2022 Q2
Caserne 74 Grid2_3,1,2021 Q3
Caserne 74 Grid3_0,2,2015 Q1
Caserne 74 Grid3_0,1,2015 Q2
Caserne 74 Grid3_0,3,2015 Q3
Caserne 74 Grid3_0,6,2015 Q4
Caserne 74 Grid3_0,3,2016 Q1
Caserne 74 Grid3_0,2,2016 Q2
Caserne 74 Grid3_0,12,2016 Q3
Caserne 74 Grid3_0,5,2016 Q4
Caserne 74 Grid3_0,2,2017 Q2
Caserne 74 Grid3_0,4,2017 Q3
Caserne 74 Grid3_0,5,2017 Q4
Caserne 74 Grid3_0,4,2018 Q1
Caserne 74 Grid3_0,11,2018 Q2
Caserne 74 Grid3_0,5,2018 Q3
Caserne 74 Grid3_0,6,2018 Q4
Caserne 74 Grid3_0,2,2019 Q1
Caserne 74 Grid3_0,6,2019 Q2
Caserne 74 Grid3_0,6,2019 Q3
Caserne 74 Grid3_0,5,2019 Q4
Caserne 74 Grid3_0,2,2020 Q1
Caserne 74 Grid3_0,7,2020 Q2
Caserne 74 Grid3_0,7,2020 Q3
Caserne 74 Grid3_0,6,2020 Q4
Caserne 74 Grid3_0,3,2021 Q1
Caserne 74 Grid3_0,6,2021 Q2
Caserne 74 Grid3_0,9,2021 Q3
Caserne 74 Grid3_0,6,2021 Q4
Caserne 74 Grid3_0,6,2022 Q1
Caserne 74 Grid3_0,7,2022 Q2
Caserne 74 Grid3_1,1,2015 Q4
Caserne 74 Grid3_1,4,2016 Q4
Caserne 74 Grid3_1,1,2017 Q3
Caserne 74 Grid3_1,2,2018 Q1
Caserne 74 Grid3_1,2,2018 Q2
Caserne 74 Grid3_1,5,2018 Q3
Caserne 74 Grid3_1,3,2018 Q4
Caserne 74 Grid3_1,4,2019 Q1
Caserne 74 Grid3_1,5,2019 Q2
Caserne 74 Grid3_1,3,2019 Q3
Caserne 74 Grid3_1,7,2019 Q4
Caserne 74 Grid3_1,3,2020 Q1
Caserne 74 Grid3_1,3,2020 Q2
Caserne 74 Grid3_1,6,2020 Q3
Caserne 74 Grid3_1,8,2020 Q4
Caserne 74 Grid3_1,2,2021 Q1
Caserne 74 Grid3_1,2,2021 Q2
Caserne 74 Grid3_1,2,2021 Q3
Caserne 74 Grid3_1,3,2021 Q4
Caserne 74 Grid3_1,11,2022 Q1
Caserne 74 Grid3_1,10,2022 Q2
Caserne 74 Grid3_2,2,2019 Q2
Caserne 74 Grid3_2,4,2019 Q3
Caserne 74 Grid3_2,1,2019 Q4
Caserne 74 Grid3_2,1,2020 Q1
Caserne 74 Grid3_2,3,2020 Q4
Caserne 74 Grid3_2,1,2021 Q2
Caserne 74 Grid3_2,2,2021 Q3
Caserne 74 Grid3_2,2,2021 Q4
Caserne 74 Grid3_2,1,2022 Q2
Caserne 74 Grid4_0,1,2018 Q1
Caserne 74 Grid4_0,1,2018 Q2
Caserne 74 Grid4_0,1,2018 Q4
Caserne 74 Grid4_0,4,2019 Q1
Caserne 74 Grid4_0,2,2019 Q3
Caserne 74 Grid4_0,5,2019 Q4
Caserne 74 Grid4_0,3,2020 Q1
Caserne 74 Grid4_0,1,2020 Q3
Caserne 74 Grid4_0,3,2020 Q4
Caserne 74 Grid4_0,5,2021 Q1
Caserne 74 Grid4_0,1,2021 Q2
Caserne 74 Grid4_0,4,2021 Q3
Caserne 74 Grid4_0,1,2021 Q4
Caserne 74 Grid4_0,2,2022 Q1
Caserne 74 Grid4_0,1,2022 Q2
Caserne 74 Grid4_1,1,2015 Q1
Caserne 74 Grid4_1,2,2015 Q4
Caserne 74 Grid4_1,2,2016 Q1
Caserne 74 Grid4_1,1,2016 Q2
Caserne 74 Grid4_1,2,2016 Q3
Caserne 74 Grid4_1,3,2016 Q4
Caserne 74 Grid4_1,4,2017 Q1
Caserne 74 Grid4_1,5,2017 Q3
Caserne 74 Grid4_1,4,2018 Q3
Caserne 74 Grid4_1,3,2018 Q4
Caserne 74 Grid4_1,4,2019 Q1
Caserne 74 Grid4_1,2,2019 Q2
Caserne 74 Grid4_1,3,2019 Q3
Caserne 74 Grid4_1,2,2019 Q4
Caserne 74 Grid4_1,2,2020 Q1
Caserne 74 Grid4_1,2,2020 Q2
Caserne 74 Grid4_1,8,2020 Q3
Caserne 74 Grid4_1,2,2020 Q4
Caserne 74 Grid4_1,3,2021 Q2
Caserne 74 Grid4_1,4,2021 Q3
Caserne 74 Grid4_1,6,2021 Q4
Caserne 74 Grid4_1,2,2022 Q1
Caserne 74 Grid4_1,3,2022 Q2
Caserne 75 Grid0_0,11,2015 Q1
Caserne 75 Grid0_0,17,2015 Q2
Caserne 75 Grid0_0,14,2015 Q3
Caserne 75 Grid0_0,12,2015 Q4
Caserne 75 Grid0_0,8,2016 Q1
Caserne 75 Grid0_0,9,2016 Q2
Caserne 75 Grid0_0,9,2016 Q3
Caserne 75 Grid0_0,9,2016 Q4
Caserne 75 Grid0_0,4,2017 Q1
Caserne 75 Grid0_0,8,2017 Q2
Caserne 75 Grid0_0,5,2017 Q3
Caserne 75 Grid0_0,15,2017 Q4
Caserne 75 Grid0_0,3,2018 Q1
Caserne 75 Grid0_0,4,2018 Q2
Caserne 75 Grid0_0,9,2018 Q3
Caserne 75 Grid0_0,7,2018 Q4
Caserne 75 Grid0_0,8,2019 Q2
Caserne 75 Grid0_0,10,2019 Q3
Caserne 75 Grid0_0,8,2019 Q4
Caserne 75 Grid0_0,9,2020 Q1
Caserne 75 Grid0_0,7,2020 Q2
Caserne 75 Grid0_0,7,2020 Q3
Caserne 75 Grid0_0,5,2020 Q4
Caserne 75 Grid0_0,5,2021 Q1
Caserne 75 Grid0_0,4,2021 Q2
Caserne 75 Grid0_0,2,2021 Q3
Caserne 75 Grid0_0,7,2021 Q4
Caserne 75 Grid0_0,4,2022 Q1
Caserne 75 Grid0_0,5,2022 Q2
Caserne 75 Grid0_1,15,2015 Q1
Caserne 75 Grid0_1,14,2015 Q2
Caserne 75 Grid0_1,13,2015 Q3
Caserne 75 Grid0_1,26,2015 Q4
Caserne 75 Grid0_1,5,2016 Q1
Caserne 75 Grid0_1,15,2016 Q2
Caserne 75 Grid0_1,10,2016 Q3
Caserne 75 Grid0_1,16,2016 Q4
Caserne 75 Grid0_1,10,2017 Q1
Caserne 75 Grid0_1,12,2017 Q2
Caserne 75 Grid0_1,9,2017 Q3
Caserne 75 Grid0_1,11,2017 Q4
Caserne 75 Grid0_1,8,2018 Q1
Caserne 75 Grid0_1,8,2018 Q2
Caserne 75 Grid0_1,13,2018 Q3
Caserne 75 Grid0_1,10,2018 Q4
Caserne 75 Grid0_1,7,2019 Q1
Caserne 75 Grid0_1,4,2019 Q2
Caserne 75 Grid0_1,9,2019 Q3
Caserne 75 Grid0_1,13,2019 Q4
Caserne 75 Grid0_1,5,2020 Q1
Caserne 75 Grid0_1,9,2020 Q2
Caserne 75 Grid0_1,6,2020 Q3
Caserne 75 Grid0_1,2,2020 Q4
Caserne 75 Grid0_1,7,2021 Q1
Caserne 75 Grid0_1,2,2021 Q2
Caserne 75 Grid0_1,9,2021 Q3
Caserne 75 Grid0_1,4,2021 Q4
Caserne 75 Grid0_1,9,2022 Q1
Caserne 75 Grid0_1,3,2022 Q2
Caserne 75 Grid0_2,2,2015 Q1
Caserne 75 Grid0_2,2,2015 Q2
Caserne 75 Grid0_2,1,2015 Q3
Caserne 75 Grid0_2,3,2016 Q1
Caserne 75 Grid0_2,7,2016 Q2
Caserne 75 Grid0_2,2,2016 Q3
Caserne 75 Grid0_2,1,2016 Q4
Caserne 75 Grid0_2,2,2017 Q1
Caserne 75 Grid0_2,2,2017 Q2
Caserne 75 Grid0_2,2,2017 Q3
Caserne 75 Grid0_2,1,2017 Q4
Caserne 75 Grid0_2,1,2018 Q1
Caserne 75 Grid0_2,1,2018 Q2
Caserne 75 Grid0_2,1,2018 Q3
Caserne 75 Grid0_2,4,2018 Q4
Caserne 75 Grid0_2,2,2019 Q3
Caserne 75 Grid0_2,1,2019 Q4
Caserne 75 Grid0_2,1,2020 Q1
Caserne 75 Grid0_2,2,2020 Q2
Caserne 75 Grid0_2,3,2020 Q3
Caserne 75 Grid0_2,1,2021 Q1
Caserne 75 Grid0_2,1,2021 Q3
Caserne 75 Grid0_2,3,2021 Q4
Caserne 75 Grid0_2,2,2022 Q1
Caserne 75 Grid1_0,10,2015 Q1
Caserne 75 Grid1_0,23,2015 Q2
Caserne 75 Grid1_0,11,2015 Q3
Caserne 75 Grid1_0,32,2015 Q4
Caserne 75 Grid1_0,12,2016 Q1
Caserne 75 Grid1_0,15,2016 Q2
Caserne 75 Grid1_0,31,2016 Q3
Caserne 75 Grid1_0,20,2016 Q4
Caserne 75 Grid1_0,22,2017 Q1
Caserne 75 Grid1_0,20,2017 Q2
Caserne 75 Grid1_0,13,2017 Q3
Caserne 75 Grid1_0,10,2017 Q4
Caserne 75 Grid1_0,20,2018 Q1
Caserne 75 Grid1_0,15,2018 Q2
Caserne 75 Grid1_0,11,2018 Q3
Caserne 75 Grid1_0,9,2018 Q4
Caserne 75 Grid1_0,11,2019 Q1
Caserne 75 Grid1_0,12,2019 Q2
Caserne 75 Grid1_0,16,2019 Q3
Caserne 75 Grid1_0,21,2019 Q4
Caserne 75 Grid1_0,13,2020 Q1
Caserne 75 Grid1_0,18,2020 Q2
Caserne 75 Grid1_0,16,2020 Q3
Caserne 75 Grid1_0,16,2020 Q4
Caserne 75 Grid1_0,9,2021 Q1
Caserne 75 Grid1_0,11,2021 Q2
Caserne 75 Grid1_0,18,2021 Q3
Caserne 75 Grid1_0,15,2021 Q4
Caserne 75 Grid1_0,8,2022 Q1
Caserne 75 Grid1_0,13,2022 Q2
Caserne 75 Grid1_1,8,2015 Q1
Caserne 75 Grid1_1,9,2015 Q2
Caserne 75 Grid1_1,9,2015 Q3
Caserne 75 Grid1_1,9,2015 Q4
Caserne 75 Grid1_1,4,2016 Q1
Caserne 75 Grid1_1,14,2016 Q2
Caserne 75 Grid1_1,7,2016 Q3
Caserne 75 Grid1_1,14,2016 Q4
Caserne 75 Grid1_1,10,2017 Q1
Caserne 75 Grid1_1,26,2017 Q2
Caserne 75 Grid1_1,15,2017 Q3
Caserne 75 Grid1_1,10,2017 Q4
Caserne 75 Grid1_1,7,2018 Q1
Caserne 75 Grid1_1,11,2018 Q2
Caserne 75 Grid1_1,13,2018 Q3
Caserne 75 Grid1_1,13,2018 Q4
Caserne 75 Grid1_1,5,2019 Q1
Caserne 75 Grid1_1,5,2019 Q2
Caserne 75 Grid1_1,7,2019 Q3
Caserne 75 Grid1_1,13,2019 Q4
Caserne 75 Grid1_1,6,2020 Q1
Caserne 75 Grid1_1,9,2020 Q2
Caserne 75 Grid1_1,13,2020 Q3
Caserne 75 Grid1_1,7,2020 Q4
Caserne 75 Grid1_1,8,2021 Q1
Caserne 75 Grid1_1,5,2021 Q2
Caserne 75 Grid1_1,6,2021 Q3
Caserne 75 Grid1_1,6,2021 Q4
Caserne 75 Grid1_1,7,2022 Q1
Caserne 75 Grid1_1,3,2022 Q2
Caserne 75 Grid2_0,2,2015 Q4
Caserne 75 Grid2_0,1,2016 Q1
Caserne 75 Grid2_0,1,2016 Q3
Caserne 75 Grid2_0,3,2016 Q4
Caserne 75 Grid2_0,3,2017 Q1
Caserne 75 Grid2_0,1,2018 Q1
Caserne 75 Grid2_0,1,2018 Q2
Caserne 75 Grid2_0,1,2019 Q3
Caserne 75 Grid2_0,1,2019 Q4
Caserne 75 Grid2_0,3,2020 Q3
Caserne 75 Grid2_0,3,2020 Q4
Caserne 75 Grid2_0,1,2021 Q1
Caserne 75 Grid2_0,2,2021 Q4
Caserne 75 Grid2_1,7,2015 Q1
Caserne 75 Grid2_1,6,2015 Q2
Caserne 75 Grid2_1,13,2015 Q3
Caserne 75 Grid2_1,17,2015 Q4
Caserne 75 Grid2_1,8,2016 Q1
Caserne 75 Grid2_1,10,2016 Q2
Caserne 75 Grid2_1,15,2016 Q3
Caserne 75 Grid2_1,12,2016 Q4
Caserne 75 Grid2_1,12,2017 Q1
Caserne 75 Grid2_1,11,2017 Q2
Caserne 75 Grid2_1,17,2017 Q3
Caserne 75 Grid2_1,4,2017 Q4
Caserne 75 Grid2_1,5,2018 Q1
Caserne 75 Grid2_1,3,2018 Q2
Caserne 75 Grid2_1,6,2018 Q3
Caserne 75 Grid2_1,9,2018 Q4
Caserne 75 Grid2_1,5,2019 Q1
Caserne 75 Grid2_1,6,2019 Q2
Caserne 75 Grid2_1,7,2019 Q3
Caserne 75 Grid2_1,5,2019 Q4
Caserne 75 Grid2_1,5,2020 Q1
Caserne 75 Grid2_1,5,2020 Q2
Caserne 75 Grid2_1,8,2020 Q3
Caserne 75 Grid2_1,10,2020 Q4
Caserne 75 Grid2_1,5,2021 Q1
Caserne 75 Grid2_1,8,2021 Q2
Caserne 75 Grid2_1,12,2021 Q3
Caserne 75 Grid2_1,5,2021 Q4
Caserne 75 Grid2_1,9,2022 Q1
Caserne 75 Grid2_1,8,2022 Q2
Caserne 76 Grid0_0,1,2015 Q1
Caserne 76 Grid0_0,2,2015 Q3
Caserne 76 Grid0_0,3,2015 Q4
Caserne 76 Grid0_0,1,2016 Q1
